Order Date,QB Num,P. O. #,Name,Deliv Date,Qty(+),Item,Inventory Site
2025/08/15,POD-251164,SO-20251167,Neousys Technology Incorp.,2025/10/01,1.0,M.280-SSD-256GB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,26.0,M.280-SSD-256GB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/18,POD-251340,,Neousys Technology Incorp.,2025/10/15,6.0,M.280-SSD-256GB-SATA-TLC5-PN,WH01S-NTA
2025/09/26,POD-251371,,Neousys Technology Incorp.,2025/10/16,5.0,M.280-SSD-256GB-SATA-TLC5WT-TD,WH01S-NTA
2025/08/06,POD-251122,SO-20251113,Neousys Technology Incorp.,2025/10/08,10.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/08/06,POD-251123,SO-20251113,Neousys Technology Incorp.,2025/10/15,15.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,2.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,2025/10/29,1.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH02D-NTA
2025/08/29,POD-251238,SO-20251222,Neousys Technology Incorp.,2025/09/17,7.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/29,POD-251238,SO-20251222,Neousys Technology Incorp.,2025/09/17,9.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/08,POD-251286,SO-20251153,Neousys Technology Incorp.,2025/10/01,7.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,6.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,2025/10/22,8.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,M.280-SSD-4TB-PCIe4-TLCWT5-IK,WH01S-NTA
2025/09/04,POD-251261,SO-20251248,Neousys Technology Incorp.,2025/10/08,3.0,M.280-SSD-4TB-PCIe4-TLCWT5NH-IK,WH01S-NTA
2025/09/08,POD-251275,SO-20251253,Neousys Technology Incorp.,2025/10/01,2.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/15,POD-251317,,Neousys Technology Incorp.,2025/09/24,5.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,2.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/22,POD-251352,SO-20251333,Neousys Technology Incorp.,2025/10/08,5.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/18,POD-251342,SO-20251327,Neousys Technology Incorp.,2025/10/03,1.0,M.280-SSD-512GB-PCIe44-TLC5WT-TD,Drop Ship
2025/08/26,POD-251217,SO-20251205,Neousys Technology Incorp.,2025/10/01,6.0,mSATA-512GB-TLCWT-IK,WH01S-NTA
2025/07/25,POD-251059,SO-20251032,Neousys Technology Incorp.,2025/10/22,25.0,mSATAHS-64GB-MLCWT-IK,WH01S-NTA
2025/07/25,POD-251060,,Neousys Technology Incorp.,2025/11/19,25.0,mSATAHS-64GB-MLCWT-IK,WH01S-NTA
2025/09/22,POD-251351,,Neousys Technology Incorp.,2025/10/16,10.0,SSD-1TB-TLC5ET-TD,WH01S-NTA
2025/08/14,POD-251157,SO-20251145,Neousys Technology Incorp.,2025/09/03,2.0,SSD-1TB-TLC5WT-TD,WH01S-NTA
2025/08/21,POD-251191,SO-20251174,,2025/09/10,4.0,SSD-1TB-TLC5WT-TD,WH01S-NTA
2025/08/06,POD-251122,SO-20251113,Neousys Technology Incorp.,2025/10/08,10.0,SSD-2TB-TLC-IK,WH01S-NTA
2025/08/06,POD-251123,SO-20251113,Neousys Technology Incorp.,2025/10/15,15.0,SSD-2TB-TLC-IK,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,SSD-2TB-TLC5WT-TD,WH02D-NTA
2025/09/01,POD-251251,SO-20251236,Neousys Technology Incorp.,2025/09/17,2.0,SSD-2TB-TLC5WT-TD,WH01S-NTA
2025/09/04,POD-251261,SO-20251248,Neousys Technology Incorp.,2025/10/08,6.0,SSD-2TB-TLC5WT-TD,WH01S-NTA
2025/09/23,POD-251360,SO-20251341,Neousys Technology Incorp.,2025/10/01,1.0,SSD-512GB-TLC5-PN,WH01S-NTA
2025/09/12,POD-251308,SO-20251259,Neousys Technology Incorp.,2025/10/01,2.0,SSD-512GB-TLC5WT-TD,WH01S-NTA
2025/07/25,POD-251059,SO-20251032,Neousys Technology Incorp.,2025/10/22,25.0,Win10IoT19-Entry,WH01S-NTA
2025/07/25,POD-251060,,Neousys Technology Incorp.,2025/11/19,25.0,Win10IoT19-Entry,WH01S-NTA
2025/09/30,POD-251390,A250300,"Kontron America, Inc.",2025/10/09,5.0,Win10IoT21-Entry,WH01S-NTA
2025/09/30,POD-251391,A250301,"Kontron America, Inc.",2025/10/09,5.0,Win10IoT21-Entry,WH01S-NTA
2025/09/11,POD-251301,SO-20251281,Neousys Technology Incorp.,2025/09/24,1.0,Win10Pro-ENG64,WH01S-NTA
2025/09/12,POD-251305,SO-20251295,Neousys Technology Incorp.,2025/10/01,1.0,Win10Pro-ENG64,WH01S-NTA
2025/09/17,POD-251333,SO-20251311,Neousys Technology Incorp.,2025/10/01,10.0,Win11IoT24-Entry,WH01S-NTA
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,1.0,,
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,2.0,,
