Document No.,Line No.,Sell-to Customer Name,External Document No.,Customer PO No.,No.,Ordering Model,Customer Ordering Model,Quantity,Cross-Reference No.,Customer Expectations Date,Produce Expected Finish Date,OP Estimated Shipping Date,Actual Completion Date,Actual Shipping Day,Description,Customer Ordering Desc.,Description 2,Model Name,Unit of Measure,Outstanding Quantity,Loan To Sales,Project Code,Shipment Date,Sales Promised Delivery Date,Create Prod Exp Completion,LastMod Prod Exp Completion,Remark,Remark2,EA Remark,PM Name,Item Status,HeaderStatus,Production Order No.,Starting Date,Material Receipt Date (PO),Orderig Description,Currency Code,Selling Price Excl. VAT,Amount,Amount Including VAT,Outstanding Amount (LCY),Ship-to Name,Customer Item No.,Qty on Purch. Order,Qty on Sales Order,Inventory,Qty on Componet Line,OP Lead Time,ReleasedDateOrigin,Warehouse Shipment No.,Assemble Option,Type,Location Code,Salesperson Code
SO25090274,60000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251322,507-N2502T43-167,M.280-SSD-2TB-PCIe44-TLC5ET-TD,M.280-SSD-2TB-PCIe44-TLC5ET-TD,2.,,2025/10/1,2025/10/7,2025/10/8,,,"[DEF]M.2 SSD, 2TB, Key M 2280, BiCS5 3D TLC, NVMe","M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, Transcend.","PCIe Gen 4 x4, with LDPC ECC, 3800 MB/s (read), 32",[DEF]M.2 SSD 2T PCIe Gen4x4 M 2280,PCS,2.,FALSE,,2025/10/8,2025/10/1,18/09/25 15:12:44,22/09/25 09:50:54,9/22生管通知看錯進料時間延後10/1→10/8.,10/3-TG25090317    10/1 in,,,DEF,Released,,,2025/10/3,"M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, Transcend.",USD,231.00,462.00,462.00,"14,066.00","Neousys Technology America, Inc.",,50.,5.,102.,70.,23,2025/9/15,PK25100061,No,Item,WH22,T048
SO25090274,70000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251322,507-N2502T43-147,M.280-SSD-2TB-PCIe44-TLC5WT-TD,M.280-SSD-2TB-PCIe44-TLC5WT-TD,6.,,2025/10/1,2025/10/7,2025/10/8,,,"[DEF](WT) M.2 SSD, 2TB, Key M 2280, BiCS5 3D TLC,","M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, Transcend.","NVMe PCIe Gen 4 x4, with LDPC ECC, 3800 MB/s (read",[DEF](WT)M.2 SSD 2T PCIe Gen4x4 M 2280,PCS,6.,FALSE,,2025/10/8,2025/10/1,18/09/25 15:12:45,22/09/25 09:50:55,9/22生管通知看錯進料時間延後10/1→10/8.,10/3-TG25090317,,,DEF,Released,,,2025/10/3,"M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, Transcend.",USD,266.00,"1,596.00","1,596.00","48,590.00","Neousys Technology America, Inc.",,20.,8.,69.,47.,23,2025/9/15,PK25100061,No,Item,WH22,T048
SO25090274,80000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251322,507-N2551243-012,M.280-SSD-512GB-PCIe44-TLC5-PN,M.280-SSD-512GB-PCIe44-TLC5-PN,2.,,2025/10/1,2025/11/7,2025/11/12,,,"[DEF]M.2 SSD, 512GB, Key M 2280, BiCS5 3D TLC, NVM","M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison.","e PCIe Gen 4 x4, with LDPC ECC, 3600 MB/s (read),",[DEF]M.2 SSD 512G PCIe Gen4x4 M 2280,PCS,2.,FALSE,,2025/11/12,2025/11/12,18/09/25 15:13:13,,,11/3 in,,,DEF,Released,,,2025/11/5,"M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison.",USD,65.00,130.00,130.00,"3,958.00","Neousys Technology America, Inc.",,30.,17.,30.,0.,58,2025/9/15,,No,Item,WH22,T048
SO25090275,70000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251323,93S-CK000023-000,Cblkit-BP-NRU-230V-AWP,Cblkit-BP-NRU-230V-AWP,4.,,2025/10/1,2025/10/3,2025/10/8,2025/10/3,,"NRU-230V-AWP back panel cable kit, including 8x Cb","NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M",l-FAKRA-ZFM-ZFM-12M,Cblkit-BP-NRU-230V-AWP,PCS,4.,FALSE,,2025/10/8,2025/10/8,18/09/25 15:19:43,,,10/1 in 398-F1223120-063,,Jeffrey Wang 王俊鍵,,Released,WR25090803,2025/10/2,,"NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M",USD,224.00,896.00,896.00,"27,279.00","Neousys Technology America, Inc.",,0.,34.,17.,0.,23,2025/9/15,PK25100061,No,Item,WH22,T048
SO25090275,80000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251323,93S-CK000022-000,Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,4.,,2025/10/1,2025/10/15,2025/10/16,,,NRU-230V-AWP or NRU-240S-AWP front panel cable kit,"NRU-230V-AWP or NRU-240S-AWP front panel cable kit, including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12A8M-2U2TA-180CM1, 3x Cbl-M12A8M-2DB9M_OW2-180CM, 5x Cbl-M12X8M-RJ45F-100CM",", including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12",Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,PCS,4.,FALSE,,2025/10/16,2025/10/16,18/09/25 15:19:49,,,10/9 in 395-M118218A-104,,Jeffrey Wang 王俊鍵,,Released,WR25100129,2025/10/13,,"NRU-230V-AWP or NRU-240S-AWP front panel cable kit, including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12A8M-2U2TA-180CM1, 3x Cbl-M12A8M-2DB9M_OW2-180CM, 5x Cbl-M12X8M-RJ45F-100CM",USD,176.00,704.00,704.00,"21,433.00","Neousys Technology America, Inc.",,0.,46.,16.,0.,31,2025/9/15,,No,Item,WH22,T048
SO25090275,90000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251323,930-CK000011-000,Cblkit-NRU-162S-AWP,Cblkit-NRU-162S-AWP,2.,,2025/10/1,2025/10/15,2025/10/16,,,"[DEF]NRU-162S-AWP cable kit, including 5xCbl-M12X8","NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U2TA-180CM1, 1xCbl-M12A8M-2DB9M_OW2-180CM1, 1xCbl-M12A17M-VGA-180CM2","M-RJ45F-100CM, 1xCbl-M12A8M-2U2TA-180CM1, 1xCbl-M1",[DEF]Cblkit-NRU-162S-AWP,PCS,2.,FALSE,,2025/10/16,2025/10/16,18/09/25 15:19:52,,,10/9 in 395-M118218A-104,,Kaichu Wu 吳鎧竹,DEF,Released,WR25100130,2025/10/13,,"NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U2TA-180CM1, 1xCbl-M12A8M-2DB9M_OW2-180CM1, 1xCbl-M12A17M-VGA-180CM2",USD,139.00,278.00,278.00,"8,464.00","Neousys Technology America, Inc.",,0.,4.,2.,0.,31,2025/9/15,,No,Item,WH22,T048
SO25090277,10000,"Neousys Technology America, Inc.",NTA_CANDELA_SO-20251259,POD-251308,S51-XCA007CD-001,Nuvo-10007-i7IC-65W-DS-CTI-01(EA),Nuvo-10007-i7IC-65W-DS-CTI-01,1.,,2025/10/1,2025/10/31,2025/11/5,,,"[EA]Nuvo-10007-CTI,including  i7-14700, 2xDDR5-32G","Nuvo-10007-CTI, including  i7-14700, 2x DDR5-32GB-56WT-SM, and 2x SSD-512GB-TLC5WT-TD","B-56WT-SM, and 2xSSD-512GB-TLC5WT-TD",[EA]Nuvo-10007-CTI,PCS,1.,FALSE,,2025/11/5,2025/11/5,24/09/25 11:15:45,,,ES料沒東西外，其他的都齊料,"Tingyu: 30D-00100104-000&30D-00100105-000 請供應商製作,304-00100025-000 在PM手上待入庫",TingYu Lai 賴婷妤,EA0,Released,WA25090565,2025/10/21,,"Nuvo-10007-CTI,including  i7-14700, 2xDDR5-32GB-56WT-SM, and 2xSSD-512GB-TLC5WT-TD",USD,"1,775.00","1,775.00","1,775.00","53,632.00","Neousys Technology America, Inc.",,0.,1.,0.,0.,51,2025/9/15,,No,Item,WH22,T048
SO25090277,20000,"Neousys Technology America, Inc.",NTA_CANDELA_SO-20251259,POD-251308,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1.,,2025/10/1,2025/10/31,2025/11/5,,,Customer Services,To產線：請協助製作1GbE port MAC address Label，貼在Product Label下方,,Customer Services,PCS,1.,FALSE,,2025/11/5,2025/11/5,24/09/25 11:15:46,,,,,,,Released,,,2025/10/21,To產線：請協助製作1GbE port MAC address Label，貼在Product Label下方,USD,0.00,0.00,0.00,0.00,"Neousys Technology America, Inc.",,0.,0.,0.,0.,51,2025/9/15,,No,Resource,WH02,T048
SO25090279,10000,"Neousys Technology America, Inc.",P96789(P),POD-251311,S50-GCA10801-PU3,Nuvo-10108GC-10G-i9IC14-65W-DS,Nuvo-10108GC-10G-i9IC14-65W-DS,6.,,2025/9/26,2025/10/15,2025/10/17,,,"Nuvo-10108GC-10G, including  i9-14900","Nuvo-10108GC-10G, including  i9-14900",,Nuvo-10108GC-10G-i9IC14-65W-DS,PCS,6.,FALSE,,2025/10/17,2025/10/17,25/09/25 15:57:46,,,待採回 140-A0141490-051,,Kaichu Wu 吳鎧竹,,Released,WR25100145,2025/10/13,,"Nuvo-10108GC-10G, including  i9-14900",USD,"1,535.00","9,210.00","9,210.00","278,280.00",COAST Automation,,0.,6.,0.,0.,32,2025/9/15,,No,Item,WH22,T048
SO25090279,20000,"Neousys Technology America, Inc.",P96789(P),POD-251311,S50-GCA10800-PU7,Nuvo-10108GC-i9IC14-65W-DS,Nuvo-10108GC-i9IC14-65W-DS,6.,,2025/9/26,2025/10/15,2025/10/17,,,"Nuvo-10108GC, including  i9-14900","Nuvo-10108GC, including  i9-14900",,Nuvo-10108GC-i9IC14-65W-DS,PCS,6.,FALSE,,2025/10/17,2025/10/17,25/09/25 15:57:47,,,待採回 140-A0141490-051,,Kaichu Wu 吳鎧竹,,Released,WR25100146,2025/10/13,,"Nuvo-10108GC, including  i9-14900",USD,"1,456.00","8,736.00","8,736.00","263,958.00",COAST Automation,,0.,6.,0.,0.,32,2025/9/15,,No,Item,WH22,T048
SO25090280,10000,"Neousys Technology America, Inc.",P96789(P),POD-251312,S50-GCA20801-PU3,Nuvo-10208GC-10G-i9IC14-65W-DS,Nuvo-10208GC-10G-i9IC14-65W-DS,4.,,2025/9/26,2025/10/29,2025/10/31,,,"Nuvo-10208GC-10G, including  i9-14900","Nuvo-10208GC-10G, including  i9-14900",,Nuvo-10208GC-10G-i9IC14-65W-DS,PCS,4.,FALSE,,2025/10/29,2025/10/31,25/09/25 16:09:51,07/10/25 16:37:30,,10/21 in 140-A0141490-051,,Kaichu Wu 吳鎧竹,,Released,WA25090568,2025/10/27,,"Nuvo-10208GC-10G, including  i9-14900",USD,"2,044.00","8,176.00","8,176.00","247,038.00",COAST Automation,,0.,4.,0.,0.,46,2025/9/15,,No,Item,WH22,T048
SO25090280,20000,"Neousys Technology America, Inc.",P96789(P),POD-251312,S50-GCA20800-PU4,Nuvo-10208GC-i9IC14-65W-DS,Nuvo-10208GC-i9IC14-65W-DS,4.,,2025/9/26,2025/10/29,2025/10/31,,,"Nuvo-10208GC, including  i9-14900","Nuvo-10208GC, including  i9-14900",,Nuvo-10208GC-i9IC14-65W-DS,PCS,4.,FALSE,,2025/10/29,2025/10/31,25/09/25 16:09:52,07/10/25 16:37:31,,10/21 in 140-A0141490-051,,Kaichu Wu 吳鎧竹,,Released,WA25090569,2025/10/27,,"Nuvo-10208GC, including  i9-14900",USD,"1,966.00","7,864.00","7,864.00","237,611.00",COAST Automation,,0.,4.,0.,0.,46,2025/9/15,,No,Item,WH22,T048
SO25090293,10000,"Neousys Technology America, Inc.",NTA_ADVANCED TECH_EVOLUTION MOTION,POD-251325,950-XCA00300-A21,Nuvo-10003,Nuvo-10003,3.,,2025/10/1,2025/10/14,2025/10/16,,,[DEF]Intel® 13th/ 12th-Gen Core™ i7/ i5/ i3 Expans,Intel® 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 3x PCIe slots,ion Box-PC with 3x PCIe slots,[DEF]Nuvo-10003,PCS,3.,FALSE,,2025/10/16,2025/10/16,22/09/25 10:33:01,,,,,Neil Liu 劉仲軒,DEF,Released,WR25100107,2025/10/9,,Intel® 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 3x PCIe slots,USD,510.00,"1,530.00","1,530.00","46,214.00","Neousys Technology America, Inc.",,0.,14.,0.,0.,30,2025/9/16,,No,Item,WH22,T048
SO25090293,20000,"Neousys Technology America, Inc.",NTA_ADVANCED TECH_EVOLUTION MOTION,POD-251325,950-EC953110-A14,Nuvo-9531-FT,Nuvo-9531-FT,1.,,2025/10/1,2025/10/14,2025/10/16,,,[DEF]Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 co,"Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE, 4x USB3.2, 1x hot-swappable HDD tray and flattop heatsink.","mpact fanless computer with 4x 2.5GbE, 4x USB3.2,",[DEF]Nuvo-9531-FT,PCS,1.,FALSE,,2025/10/16,2025/10/16,22/09/25 10:33:06,,,,,Neil Liu 劉仲軒,DEF,Released,WR25100108,2025/10/9,,"Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE, 4x USB3.2, 1x hot-swappable HDD tray and flattop heatsink.",USD,524.00,524.00,524.00,"15,827.00","Neousys Technology America, Inc.",,0.,2.,0.,0.,30,2025/9/16,,No,Item,WH22,T048
SO25090318,10000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,950-UC040000-A28,POC-400,POC-400,10.,,2025/10/8,2025/10/20,2025/10/22,,,[DEF]Intel® ElkhartLake ultra-compact embedded con,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.","troller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB",[DEF]POC-400,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:01,01/10/25 12:24:40,,,,Neil Liu 劉仲軒,DEF,Released,WA25090646,2025/10/16,,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.",USD,412.00,"4,120.00","4,120.00","123,868.00","Neousys Technology America, Inc.",,0.,177.,0.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,20000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,505-C1156562-123,DDR4-32GB-WT32-SM,DDR4-32GB-WT32-SM,10.,,2025/10/1,2025/10/20,2025/10/22,,,"[DEF](WT) DDR4-3200 SODIMM 32GB, (2Gx8)*16, 1.2V,",DDR4-3200 1.2V 32GB SO-DIMM -40~+85°C,"Dual Rank, 260-Pin, Samsung Memory/ K4AAG085WA-BCW",[DEF](WT) SODIMM 32GB DDR4-3200 Samsung 1.2V,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:02,01/10/25 12:24:42,,,,,DEF,Released,,,2025/10/16,DDR4-3200 1.2V 32GB SO-DIMM -40~+85°C,USD,166.00,"1,660.00","1,660.00","49,908.00","Neousys Technology America, Inc.",,58.,59.,44.,47.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,30000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,507-N1101T43-041,M.280-SSD-1TB-SATA-TLCWT-IK,M.280-SSD-1TB-SATA-TLCWT-IK,9.,,2025/10/1,2025/10/20,2025/10/22,,,"(WT) M.2 SSD 3TG6-P, 1TB, Key B+M 2280, 3D TLC, SA","M.2 SSD 1TB, Key B+M 2280, TLC,  SATA III, -40°C~+85°C, Innodisk","TA III (6.0GHz), 560 MB/s (read), 490 MB/s (write)",(WT)M.2 SSD 3TG6-P 1T SATA B+M 2280,PCS,9.,FALSE,,2025/10/22,2025/10/22,26/09/25 08:15:59,,,待採回,,,,Released,,,2025/10/16,"M.2 SSD 1TB, Key B+M 2280, TLC,  SATA III, -40°C~+85°C, Innodisk",USD,454.00,"4,086.00","4,086.00","122,846.00","Neousys Technology America, Inc.",,9.,9.,0.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,40000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,550-W0150000-001,Win11IoT24-Entry,Win11IoT24-Entry,10.,,2025/10/1,2025/10/20,2025/10/22,,,"MS License PKEA, Win 11 IoT Ent LTSC 2024 ESD OEI",Win 11 IoT Ent 2024 LTSC Entry,Entry,Win11 IoT 2024 LTSC Entry PKEA,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:04,01/10/25 12:24:45,,,,,,Released,,,2025/10/16,Win 11 IoT Ent 2024 LTSC Entry,USD,41.00,410.00,410.00,"12,327.00","Neousys Technology America, Inc.",,10.,10.,12.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,50000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,906-MZ0020V0-A21,MezIO-V20,MezIO-V20,10.,,2025/10/1,2025/10/20,2025/10/22,,,[DEF]16-mode ignition power control and 1x mini-PC,16-mode ignition power control and 1x mini-PCIe socket (U2 only) MezIO module for Nuvo LP and POC series,Ie socket (U2 only) MezIO module for Nuvo LP and P,[DEF]MezIO-V20,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:04,01/10/25 12:24:45,,,,Brian Hsieh 謝泊含,DEF,Released,WA25090647,2025/10/16,,16-mode ignition power control and 1x mini-PCIe socket (U2 only) MezIO module for Nuvo LP and POC series,USD,39.00,390.00,390.00,"11,725.00","Neousys Technology America, Inc.",,0.,24.,0.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,60000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,501-W4430210-071,M.230-BTWIFI-AX210,M.230-BTWIFI-AX210,10.,,2025/10/1,2025/10/20,2025/10/22,,,"[DEF]M.2 KEY A+E 2230 WiFi+BT Module, multiband 80","Intel AX210 802.11ac/a/b/d/e/g/h/i/k/n/r/u/v/w/ac/ax WiFi6 + BT5.3 M.2 2230 module, -40°C~+85°C","2.11a/b/g/n/ac/ax WiFi6/6E/6 R2 2T2R + MU-MIMO, WL",[DEF]WiFi 6E 2T2R+BT M.2 A+E 2230 AX210,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:05,01/10/25 12:24:46,,,,,DEF,Released,,,2025/10/16,"Intel AX210 802.11ac/a/b/d/e/g/h/i/k/n/r/u/v/w/ac/ax WiFi6 + BT5.3 M.2 2230 module, -40°C~+85°C",USD,34.00,340.00,340.00,"10,222.00","Neousys Technology America, Inc.",,0.,15.,103.,55.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,70000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,398-M4201150-001,Cbl-MHF4-RP_SMAF-15CM,Cbl-MHF4-RP_SMAF-15CM,20.,,2025/10/1,2025/10/20,2025/10/22,,,"Cable 15cm, I-PEX MHF4 to RP SMA Female, including","Wifi Internal Cable, IPEX MHF4(Female) to RP SMA(Female), for M.2 module, Length: 15CM","nut and washer, Cable O.D.=1.13mm, 亞驪 BTC013-MHF4",IPEX MHF4 to RP SMA FML Cable 15cm,PCS,20.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:05,01/10/25 12:24:47,,,,,,Released,,,2025/10/16,"Wifi Internal Cable, IPEX MHF4(Female) to RP SMA(Female), for M.2 module, Length: 15CM",USD,3.00,60.00,60.00,"1,804.00","Neousys Technology America, Inc.",,100.,20.,132.,20.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,80000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,398-S2401300-072,Ant-RP_SMAM-WiFi-108MM,Ant-RP_SMAM-WiFi-108MM,20.,,2025/10/1,2025/10/20,2025/10/22,,,"[DEF]Wifi Antenna 2.4/5.8 GHz, 2.1dBi@5.825GHz, sw","WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.0 : 1 Max, with RP SMA (Male), Length: 108MM","ivel type, Impedance 50-ohm ,RP SMA Plug,  -20°C~+",[DEF]Antenna WiFi 2.4G/5.8G RPSMA Plug Swivel,PCS,20.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:06,01/10/25 12:24:48,,,,,DEF,Released,,,2025/10/16,"WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.0 : 1 Max, with RP SMA (Male), Length: 108MM",USD,5.00,100.00,100.00,"3,007.00","Neousys Technology America, Inc.",,100.,196.,473.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090318,90000,"Neousys Technology America, Inc.",NTA_THE ALLIANCE_SO-20251311,POD-251333,930-WM000002-000,Wmkit-H-POC300_400,Wmkit-H-POC300_400,10.,,2025/10/1,2025/10/20,2025/10/22,,,"[DEF] Wall mounting assembly for POC-300, POC-400","Wall mounting assembly for POC-300, POC-400 series, horizontal type","series, horizontal type",[DEF]Wall-mount bracket ASS'Y #02,PCS,10.,FALSE,,2025/10/20,2025/10/22,23/09/25 15:46:07,01/10/25 12:24:49,,,,Neil Liu 劉仲軒,DEF,Released,WA25090648,2025/10/16,,"Wall mounting assembly for POC-300, POC-400 series, horizontal type",USD,6.00,60.00,60.00,"1,804.00","Neousys Technology America, Inc.",,0.,161.,1.,0.,35,2025/9/17,,No,Item,WH22,T048
SO25090321,10000,"Neousys Technology America, Inc.",PO05067,POD-251328,950-EC950100-A24,Nuvo-9501,Nuvo-9501,15.,,2025/10/8,2025/10/17,2025/10/21,,,[DEF]Intel® Alder Lake 12th-Gen Core™compact fanle,Intel® Alder Lake 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB3.2.,ss computer with 2x GbE and 4x USB3.2.,[DEF]Nuvo-9501,PCS,15.,FALSE,,2025/10/17,2025/10/21,23/09/25 16:14:05,01/10/25 09:47:46,9/23生管通知拆15+15.,,,Neil Liu 劉仲軒,DEF,Released,WA25090652,2025/10/15,,Intel® Alder Lake 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB3.2.,USD,387.00,"5,805.00","5,805.00","174,527.00","Industrial PC, Inc.",,0.,92.,43.,0.,34,2025/9/17,,No,Item,WH22,T048
SO25090321,15000,"Neousys Technology America, Inc.",PO05067,POD-251328,950-EC950100-A24,Nuvo-9501,Nuvo-9501,15.,,2025/10/8,2025/11/14,2025/11/18,,,[DEF]Intel® Alder Lake 12th-Gen Core™compact fanle,Intel® Alder Lake 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB3.2.,ss computer with 2x GbE and 4x USB3.2.,[DEF]Nuvo-9501,PCS,15.,FALSE,,2025/11/18,2025/11/18,23/09/25 16:14:09,,9/23生管通知拆15+15.,機構11/11 in,,Neil Liu 劉仲軒,DEF,Released,WA25090752,2025/11/12,,Intel® Alder Lake 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB3.2.,USD,387.00,"5,805.00","5,805.00","174,527.00","Industrial PC, Inc.",,0.,92.,43.,0.,62,2025/9/17,,No,Item,WH22,T048
SO25090321,20000,"Neousys Technology America, Inc.",PO05067,POD-251328,510-A1160202-181,PA-160W-OW,PA-160W-OW,30.,,2025/10/8,2025/10/16,2025/10/21,,,"160W AC-DC power Adapter, 20V 8A,  90~264VAC 127~3","160W AC-DC power Adapter, 20V 8A,  90~264VAC 127~370VDC, Open-Wire Terminal,30~+70°C, Non-CCC","70VDC, Open-Wire Terminal,30~+70°C, Non-CCC, Meanw",AC-DC Power Adapter 160W 20V OW Terminal,PCS,30.,FALSE,,2025/10/21,2025/10/21,23/09/25 16:14:11,,,10/14-TG25100075,,,,Released,,,2025/10/14,"160W AC-DC power Adapter, 20V 8A,  90~264VAC 127~370VDC, Open-Wire Terminal,30~+70°C, Non-CCC",USD,54.00,"1,620.00","1,620.00","48,705.00","Industrial PC, Inc.",,500.,281.,491.,74.,34,2025/9/17,,No,Item,WH22,T048
SO25090323,10000,"Neousys Technology America, Inc.",P96800(P),POD-251326,950-UC040000-A28,POC-400,POC-400-CA140,70.,,2025/10/17,2025/10/30,2025/11/7,,,[DEF]Intel® ElkhartLake ultra-compact embedded con,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.","troller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB",[DEF]POC-400,PCS,70.,FALSE,,2025/11/7,2025/11/7,30/09/25 14:32:16,,,,,Neil Liu 劉仲軒,DEF,Released,WA25090654,2025/10/28,,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.",USD,412.00,"28,840.00","28,840.00","867,075.00",COAST Automation,,0.,177.,0.,0.,51,2025/9/17,,No,Item,WH22,T048
SO25090323,15000,"Neousys Technology America, Inc.",P96800(P),POD-251326,950-UC040000-A28,POC-400,POC-400-CA140,70.,,2025/11/21,2025/12/3,2025/12/5,,,[DEF]Intel® ElkhartLake ultra-compact embedded con,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.","troller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB",[DEF]POC-400,PCS,70.,FALSE,,2025/12/5,2025/12/5,30/09/25 14:32:33,,,機構11/28 in,,Neil Liu 劉仲軒,DEF,Released,WA25090872,2025/12/1,,"Intel® ElkhartLake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ ports, 2x USB 3.0 ports and MezIO interface.",USD,412.00,"28,840.00","28,840.00","867,075.00",COAST Automation,,0.,177.,0.,0.,79,2025/9/17,,No,Item,WH22,T048
SO25090323,20000,"Neousys Technology America, Inc.",P96800(P),POD-251326,93S-MK000010-000,Miokit-R12-POC300,Miokit-R12-POC300,40.,,2025/10/17,2025/10/30,2025/11/7,,,"[DEF]MezIO kits, including MezIO-R12-50,POC-300 se","MezIO-R12-50 kits, 1x 2.5” SATA HDD/SSD, 4-CH isolated DI, 4-CH isolated DO, including POC-300 series Back Panel and Screw","ries Back Panel, and Screw",[DEF]Miokit-R12-POC300,PCS,40.,FALSE,,2025/11/7,2025/11/7,30/09/25 14:32:17,,,,,Jeffrey Wang 王俊鍵,DEF,Released,WA25090655,2025/10/28,,"MezIO-R12-50 kits, 1x 2.5” SATA HDD/SSD, 4-CH isolated DI, 4-CH isolated DO, including POC-300 series Back Panel and Screw",USD,87.00,"3,480.00","3,480.00","104,626.00",COAST Automation,,0.,140.,0.,0.,51,2025/9/17,,No,Item,WH22,T048
